Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY14 Budgeted Expenses,FY14 Actual Expenses,FY15 Budgeted Expenses,FY15 Actual Expenses,FY16 Budgeted Expenses,FY16 Actual Expenses,FY17 Budgeted Expenses,FY17 Actual Expenses,FY18 Budgeted Expenses,FY18 Actual Expenses,FY19 Budgeted Expenses,FY19 Actual Expenses
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503100,Offc & Admin Supply,0.00,0.00,200.00,61.72,200.00,2307.48,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503130,Computer Hardware <$10K,0.00,404.72,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503140,Office Equipment < $10K,0.00,0.00,0.00,1826.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503222,Kitchen Supply,0.00,75.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503250,Ceiling/Wall Material,0.00,34.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503600,Repair & Maint Supply,10900.00,5212.32,2600.00,25833.83,2600.00,0.00,0.00,762.23,0.00,0.00,0.00,125.39
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503601,Paint,0.00,547.81,800.00,439.63,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503602,Paint Supply,0.00,71.75,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503620,Electrical Supply,800.00,886.84,1900.00,3760.73,1900.00,0.00,0.00,120.43,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503630,Electronic Parts/Supply,2200.00,10.75,600.00,1621.21,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503640,Safety Supply,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503660,HVAC Supply,400.00,8476.14,7300.00,4387.57,7300.00,0.00,0.00,167.15,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503700,Construction Supply,0.00,0.00,0.00,0.00,0.00,29.36,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503721,Glass,0.00,0.00,200.00,1791.00,200.00,-698.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503850,Small Equipment Supply,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503851,Work Equipment < $10K,0.00,0.00,0.00,923.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503852,Safety Equipment < $10K,0.00,0.00,0.00,727.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503860,Electrical Appliance<$10K,0.00,792.43,400.00,1944.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,503870,Plumbing Appliance<$10K,3200.00,13453.97,11900.00,4038.17,11900.00,0.00,0.00,2980.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,505221,Boiler Inspection,0.00,0.00,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,505242,Elevator Permit,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123610,SHE CDC-F Offender Mgmt Key,505254,Drug Test Fee,700.00,3276.00,1900.00,2232.00,1900.00,2340.00,0.00,5472.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501101,Regular Pay,640000.00,348786.49,661100.00,436826.43,699100.00,538847.22,0.00,264013.62,4100.00,122786.75,4100.00,80514.54
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501102,Leave Pay,78100.00,51761.08,80700.00,79022.44,85300.00,80188.26,0.00,47108.13,0.00,21276.03,0.00,35317.05
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501103,Holiday Pay,30400.00,16068.84,31400.00,22652.25,33200.00,24136.56,0.00,14769.44,0.00,9342.47,0.00,6549.55
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501104,Overtime Pay,0.00,0.00,0.00,275.96,0.00,531.72,0.00,61.26,0.00,366.33,0.00,214.52
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501106,Shift Differential Pay,1700.00,0.00,1800.00,0.00,1900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501109,Longevity,4900.00,5720.00,4900.00,7700.00,4900.00,7755.00,0.00,2777.50,0.00,1870.00,0.00,2103.75
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501160,YE Biweekly Sal/Fringe Accr,0.00,2385.16,0.00,3492.56,0.00,7308.82,0.00,-30557.97,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501172,Employer OASDI,45600.00,24204.56,49500.00,31330.88,52400.00,37100.94,0.00,18443.14,300.00,8836.38,300.00,7339.37
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501173,Employer SSN Medical,10700.00,5660.73,11600.00,7327.34,12300.00,8676.87,0.00,4313.31,0.00,2066.56,0.00,1716.47
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501174,Employer Group Health,115700.00,76392.00,115700.00,102249.97,122600.00,137398.50,0.00,82974.00,0.00,33405.00,0.00,16125.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501175,Employer Dental Group,5700.00,3054.24,5700.00,3869.35,6000.00,4411.68,0.00,2234.12,0.00,890.82,0.00,504.65
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501176,Employer Group Life,2500.00,1368.90,2500.00,1887.50,2600.00,2155.56,0.00,1154.46,0.00,426.00,0.00,255.60
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501177,Employer Pension,114000.00,71127.56,123800.00,96513.65,113000.00,99232.38,0.00,41782.38,500.00,18975.36,500.00,11257.95
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501181,FSA Pre-Tax Savings,400.00,309.84,400.00,281.94,400.00,199.06,0.00,70.18,0.00,73.36,0.00,43.90
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,501182,Cafe Plan Pre-Tax Savings,3100.00,2121.12,3400.00,2861.41,3600.00,3860.15,0.00,2338.02,0.00,930.27,0.00,439.71
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,502451,Employee Out-of-town Travel,0.00,695.81,300.00,0.00,300.00,428.96,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,502883,Registration,0.00,0.00,0.00,0.00,0.00,195.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,502884,Membership Dues,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,502920,Other Rpr & Maint Srvc,5400.00,2074.91,0.00,1077.74,0.00,1098.77,0.00,752.22,0.00,167.48,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,502957,Telecmmnct'n Charge,1000.00,0.00,0.00,0.00,0.00,1277.04,0.00,8063.76,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,503100,Offc & Admin Supply,300.00,183.91,100.00,468.73,100.00,4066.56,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,503130,Computer Hardware <$10K,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,299.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,503140,Office Equipment < $10K,0.00,152.99,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,503150,Furniture/Fixtures<$10K,0.00,0.00,0.00,1393.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,503330,Books/Magazines/Periodicals,1000.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123810,SHE CDC-F Support Staff Key,503600,Repair & Maint Supply,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501101,Regular Pay,0.00,0.00,0.00,0.00,0.00,0.00,275900.00,212172.86,290500.00,336857.22,308400.00,375205.39
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501102,Leave Pay,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,30036.46,10000.00,86683.01,10000.00,41974.32
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501103,Holiday Pay,0.00,0.00,0.00,0.00,0.00,0.00,7400.00,12442.27,7400.00,15472.79,8600.00,11347.30
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501109,Longevity,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3740.00,0.00,5153.98,0.00,4986.64
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501160,YE Biweekly Sal/Fringe Accr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21996.05,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501172,Employer OASDI,0.00,0.00,0.00,0.00,0.00,0.00,17600.00,15054.75,17600.00,26639.82,17700.00,25981.82
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501173,Employer SSN Medical,0.00,0.00,0.00,0.00,0.00,0.00,4600.00,3520.86,5500.00,6230.29,5500.00,6076.38
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501174,Employer Group Health,0.00,0.00,0.00,0.00,0.00,0.00,17600.00,39039.00,17800.00,54834.00,17800.00,35226.00
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501175,Employer Dental Group,0.00,0.00,0.00,0.00,0.00,0.00,800.00,862.54,800.00,1393.76,800.00,1060.98
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501176,Employer Group Life,0.00,0.00,0.00,0.00,0.00,0.00,300.00,440.20,300.00,653.20,300.00,511.20
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501177,Employer Pension,0.00,0.00,0.00,0.00,0.00,0.00,40700.00,28390.27,42500.00,44192.10,42800.00,33892.82
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501181,FSA Pre-Tax Savings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.12,0.00,208.75,0.00,190.70
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,501182,Cafe Plan Pre-Tax Savings,0.00,0.00,0.00,0.00,0.00,0.00,500.00,1115.37,500.00,1589.08,500.00,1041.64
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,502451,Employee Out-of-town Travel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,438.76,0.00,902.68
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,502502,Allowance-Cell/Mobile Devices,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1150.00,0.00,1610.00,0.00,1656.00
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,503130,Computer Hardware <$10K,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,787.94,0.00,0.00
10101,GSD General,30,Sheriff,30123830,SHE Correctional Transition Su,503850,Small Equipment Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.06,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502103,Gas,0.00,143.77,0.00,4856.99,0.00,1365.69,0.00,-183.62,0.00,1481.63,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502201,Facilities Management,0.00,285.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4516.93
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502451,Employee Out-of-town Travel,0.00,180.12,0.00,0.00,0.00,0.00,0.00,2126.24,0.00,173.04,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502453,Employee Local Travel/Park,0.00,4723.25,0.00,294.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502851,Subscriptions,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502883,Registration,0.00,695.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502884,Membership Dues,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502920,Other Rpr & Maint Srvc,0.00,3255.42,0.00,3035.44,0.00,3400.45,0.00,2733.51,0.00,2592.70,0.00,3003.95
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502956,Postal Service Charge,0.00,752.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,502957,Telecmmnct'n Charge,0.00,2998.35,0.00,2755.92,0.00,2926.30,0.00,3030.24,0.00,1775.95,0.00,2268.90
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503100,Offc & Admin Supply,0.00,661.24,0.00,0.00,0.00,214.86,0.00,0.00,0.00,17.86,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503120,Computer Software,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503130,Computer Hardware <$10K,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,764.21
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503330,Books/Magazines/Periodicals,0.00,18537.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503350,Educational Supply,0.00,0.00,0.00,0.00,0.00,442.46,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503600,Repair & Maint Supply,0.00,234.69,0.00,52.68,0.00,0.00,0.00,219.86,0.00,0.00,0.00,192.23
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503601,Paint,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.89,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503630,Electronic Parts/Supply,0.00,0.00,0.00,228.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,503870,Plumbing Appliance<$10K,0.00,172.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124010,SHE ORC Programs Key,505269,Other License & Fees,0.00,335.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,810.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501101,Regular Pay,553100.00,776986.76,571300.00,872820.43,604100.00,1011443.91,654500.00,1189185.70,700400.00,1128594.19,700400.00,1306211.09
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501102,Leave Pay,45700.00,87033.37,47200.00,107688.31,49900.00,122653.27,49900.00,131704.21,49900.00,130039.85,50100.00,144426.68
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501103,Holiday Pay,1600.00,28248.64,1700.00,32546.30,1800.00,37393.26,1900.00,49366.79,1900.00,42945.88,3200.00,51652.01
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501104,Overtime Pay,0.00,0.00,0.00,375.49,0.00,0.36,0.00,60.53,0.00,113.57,0.00,1885.22
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501106,Shift Differential Pay,0.00,0.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.40
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501109,Longevity,0.00,9735.04,0.00,13255.00,0.00,14171.67,0.00,15867.44,0.00,16172.26,0.00,20680.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501134,Paid Family Leave,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2720.58
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501160,YE Biweekly Sal/Fringe Accr,0.00,4941.40,0.00,5792.87,0.00,13339.58,0.00,-120016.35,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501172,Employer OASDI,46400.00,52736.00,50400.00,60265.24,53400.00,69021.42,57200.00,79678.14,60000.00,76804.32,80900.00,89589.13
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501173,Employer SSN Medical,10800.00,12333.49,11700.00,14094.34,12400.00,16142.09,13300.00,18631.07,14000.00,17962.36,18900.00,20952.32
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501174,Employer Group Health,118000.00,132820.50,118000.00,138660.00,125000.00,182056.50,133900.00,250509.00,133900.00,200040.00,205300.00,213078.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501175,Employer Dental Group,4400.00,5415.62,4400.00,5783.26,4700.00,6235.74,5000.00,7522.48,5000.00,7126.28,8000.00,8053.13
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501176,Employer Group Life,2000.00,2380.38,2000.00,2979.16,2100.00,3234.76,2200.00,3897.19,2200.00,3192.16,3400.00,3867.37
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501177,Employer Pension,107900.00,123704.67,117200.00,151111.84,106900.00,148918.69,96500.00,139170.59,102200.00,119065.14,143600.00,138494.93
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501181,FSA Pre-Tax Savings,500.00,425.51,500.00,409.18,500.00,544.53,500.00,667.24,500.00,577.44,500.00,492.69
10101,GSD General,30,Sheriff,30124030,SHE DUI School,501182,Cafe Plan Pre-Tax Savings,2900.00,3657.61,3200.00,3855.84,3400.00,5097.95,3600.00,6948.50,3600.00,5581.28,3600.00,5964.76
10101,GSD General,30,Sheriff,30124030,SHE DUI School,502451,Employee Out-of-town Travel,0.00,0.00,0.00,0.00,0.00,4360.69,0.00,5354.07,0.00,2999.07,0.00,2698.14
10101,GSD General,30,Sheriff,30124030,SHE DUI School,502453,Employee Local Travel/Park,0.00,0.00,0.00,0.00,0.00,705.96,0.00,452.96,0.00,446.11,0.00,562.42
10101,GSD General,30,Sheriff,30124030,SHE DUI School,502502,Allowance-Cell/Mobile Devices,0.00,2572.44,0.00,1314.74,0.00,1104.00,0.00,1664.00,0.00,1416.00,0.00,1850.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,502882,Tuition,0.00,0.00,0.00,1585.11,0.00,600.00,0.00,900.00,0.00,900.00,0.00,500.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,502883,Registration,0.00,0.00,0.00,350.00,0.00,2529.00,0.00,3817.64,0.00,640.00,0.00,0.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,502884,Membership Dues,0.00,0.00,0.00,0.00,0.00,2750.00,0.00,2005.00,0.00,1820.00,0.00,830.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,502910,Building Maintenance Srvc,0.00,0.00,0.00,0.00,0.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124030,SHE DUI School,503100,Offc & Admin Supply,0.00,0.00,0.00,0.00,0.00,1713.87,0.00,21.54,0.00,760.00,0.00,679.94
10101,GSD General,30,Sheriff,30124030,SHE DUI School,503130,Computer Hardware <$10K,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6173.53
10101,GSD General,30,Sheriff,30124030,SHE DUI School,503600,Repair & Maint Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.14,0.00,237.73,0.00,30.03
10101,GSD General,30,Sheriff,30124030,SHE DUI School,503630,Electronic Parts/Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.38
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501101,Salary Supplement,0.00,0.00,0.00,0.00,0.00,137997.34,1370300.00,1595398.35,1434600.00,1497572.13,1434700.00,1088901.24
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501102,Leave Pay,0.00,0.00,0.00,0.00,0.00,21643.46,89800.00,251218.96,89800.00,226920.77,91500.00,182478.70
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501103,Holiday Pay,0.00,0.00,0.00,0.00,0.00,11397.83,62900.00,175182.13,62900.00,158845.34,63800.00,128568.11
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501104,Overtime Pay,0.00,0.00,0.00,0.00,0.00,12581.61,0.00,87111.29,0.00,62290.06,0.00,24733.14
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501106,Shift Differential Pay,0.00,0.00,0.00,0.00,0.00,2348.50,29300.00,25879.95,29300.00,24255.41,29300.00,17344.87
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501108,Injured on Duty Pay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016.65,0.00,1818.07,0.00,1816.67
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501109,Longevity,0.00,0.00,0.00,0.00,0.00,0.00,3500.00,20934.41,3500.00,20362.59,3500.00,19978.76
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501129,IOD-Light Duty,0.00,0.00,0.00,0.00,0.00,3000.97,0.00,11104.26,0.00,0.00,0.00,7397.82
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501133,IOD-CS 90 Percent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1167.89,0.00,4783.35
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501134,Paid Family Leave,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9609.63,0.00,15229.56
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501160,YE Biweekly Sal/Fringe Accr,0.00,0.00,0.00,0.00,0.00,24262.22,0.00,-196004.91,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501172,Employer OASDI,0.00,0.00,0.00,0.00,0.00,10720.45,90700.00,123839.76,94700.00,114240.72,95400.00,86013.05
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501173,Employer SSN Medical,0.00,0.00,0.00,0.00,0.00,2507.23,21000.00,28962.46,21900.00,26717.61,22100.00,20115.93
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501174,Employer Group Health,0.00,0.00,0.00,0.00,0.00,43878.00,284100.00,472327.50,284100.00,439518.00,284100.00,293790.00
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501175,Employer Dental Group,0.00,0.00,0.00,0.00,0.00,1498.84,10800.00,14210.70,10800.00,12937.09,10800.00,9715.31
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501176,Employer Group Life,0.00,0.00,0.00,0.00,0.00,539.60,4300.00,7810.00,4300.00,6404.20,4300.00,4402.00
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501177,Employer Pension,0.00,0.00,0.00,0.00,0.00,29715.47,132100.00,262724.72,140100.00,238282.74,141200.00,175198.10
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501181,FSA Pre-Tax Savings,0.00,0.00,0.00,0.00,0.00,7.64,200.00,105.86,200.00,183.96,200.00,100.78
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,501182,Cafe Plan Pre-Tax Savings,0.00,0.00,0.00,0.00,0.00,1227.84,7600.00,13070.38,7600.00,12160.19,7600.00,8209.99
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,502101,Electric,103600.00,60858.70,70500.00,64374.66,70500.00,42710.09,70500.00,88189.98,70500.00,98233.44,70500.00,106797.41
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,502102,Water,67400.00,68914.02,56200.00,104140.15,56200.00,74178.57,56200.00,43200.41,56200.00,41533.85,56200.00,33913.89
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,502103,Gas,4000.00,0.00,0.00,0.00,0.00,281.96,0.00,83.97,0.00,0.00,0.00,0.00
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,502105,Cable Television,0.00,0.00,0.00,0.00,0.00,0.00,3200.00,0.00,3200.00,0.00,3200.00,807.52
10101,GSD General,30,Sheriff,30124110,SHE ORC Offend Mgmt Key,502111,Stormwater,0.00,7200.00,7900.00,7200.00,7900.00,10800.00,7900.00,6000.00,7900.00,13800.00,7900.00,15600.00
