School Name,Category,Street Address,City,State,ZIP Code,Students,Grant Category,Organization Name,Activity Type,Fiscal Year,Mapped Location
Carter-Lawrence Elementary School,MNPS,1118 12th Avenue South,Nashville,TN,37203,24,Basic Operating,W.O. Smith Music School,In-School,FY17,"1118 12th Avenue South
Nashville, TN 37203
(36.143513, -86.786798)"
Martin Luther King Jr. Magnet School,MNPS,613 17th Avenue North,Nashville,TN,37203,28,Basic Operating,Tennessee Performing Arts Center,,FY16,"613 17th Avenue North
Nashville, TN 37203
(36.162085, -86.800393)"
Purpose Prep Academy,MNPS,220 Venture Circle,Nashville,TN,37228,3,Basic Operating,W.O. Smith Music School,Out of School,FY16,"220 Venture Circle
Nashville, TN 37228
(36.194482, -86.79529)"
Thomas A. Edison Elementary School,MNPS,6130 Mt. View Road,Antioch,TN,37013,124,Basic Operating,Nashville Children's Theatre,,FY16,"6130 Mt. View Road
Antioch, TN 37013
(36.063319, -86.607009)"
Sylvan Park Paideia Design Center,MNPS,4801 Utah Avenue,Nashville,TN,37209,102,Basic Operating,Nashville Children's Theatre,In-School,FY17,"4801 Utah Avenue
Nashville, TN 37209
(36.144302, -86.84463)"
Fall-Hamilton Advanced Option School,MNPS,510 Wedgewood Avenue,Nashville,TN,37207,63,Basic Operating,Nashville Children's Theatre,,FY16,"510 Wedgewood Avenue
Nashville, TN 37207
(36.133001, -86.76601)"
McGavock High School,MNPS,3150 McGavock Pike,Nashville,TN,37214,690,Basic Operating,Nashville Shakespeare Festival,In-School,FY17,"3150 McGavock Pike
Nashville, TN 37214
(36.185147, -86.67648)"
Neely's Bend College Prep,MNPS,1251 Neelys Bend Road,Madison,TN,37115,6,Basic Operating,W.O. Smith Music School,Out of School,FY17,"1251 Neelys Bend Road
Madison, TN 37115
(36.240212, -86.672786)"
Whites Creek High School,MNPS,7277 Old Hickory Blvd,Whites Creek,TN,37189,144,Basic Operating,Country Music Foundation,In-School,FY17,"7277 Old Hickory Blvd
Whites Creek, TN 37189
(36.273182, -86.818339)"
John Overton High School,MNPS,4820 Franklin Road,Nashville,TN,37220,57,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"4820 Franklin Road
Nashville, TN 37220
(36.080138, -86.772727)"
Glenview Elementary School,MNPS,1020 Patricia Drive,Nashville,TN,37217,275,Basic Operating,Tennessee Performing Arts Center,,FY16,"1020 Patricia Drive
Nashville, TN 37217
(36.128499, -86.70726)"
Abintra Montessori School,Private,914 Davidson Drive,Nashville,TN,37205,150,Basic Operating,The Nashville Shakespeare Festival,,FY16,"914 Davidson Drive
Nashville, TN 37205
(36.118209, -86.899237)"
STEM Middle Prep,MNPS,1162 Foster Avenue,Nashville,TN,37210,2,Arts Access,Global Education Center,Out of School,FY17,"1162 Foster Avenue
Nashville, TN 37210
(36.136091, -86.741195)"
Linden Waldorf School,Private,3201 Hillsboro Pike,Nashville,TN,37215,34,Basic Operating,Frist Center for the Visual Arts,,FY16,"3201 Hillsboro Pike
Nashville, TN 37215
(36.119645, -86.808727)"
Nashville Big Picture High School,MNPS,160 Rural Avenue,Nashville,TN,37209,1,Basic Operating,"Actors Bridge Ensemble Theatre of Nashville, Inc.",Out of School,FY16,"160 Rural Avenue
Nashville, TN 37209
(36.142515, -86.855997)"
Percy Priest Elementary School,MNPS,1700 Otter Creek Road,Nashville,TN,37215,93,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"1700 Otter Creek Road
Nashville, TN 37215
(36.061273, -86.833745)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,27,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
St. Cecilia Academy,Private,4210 Harding Pike,Nashville,TN,37205,78,Basic Operating,Tennessee Performing Arts Center,,FY16,"4210 Harding Pike
Nashville, TN 37205
(36.129287, -86.840639)"
Croft Design Center Middle Prep,MNPS,482 Elysian Fields Road,Nashville,TN,37211,98,Basic Operating,Nashville Symphony,In-School,FY17,"482 Elysian Fields Road
Nashville, TN 37211
(36.084443, -86.736871)"
Robert Churchwell Museum Magnet Elementary School,MNPS,1625 Dr D.B. Todd Jr Blvd,Nashville,TN,37208,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"1625 Dr D.B. Todd Jr Blvd
Nashville, TN 37208
(36.175783, -86.809257)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,36,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
Donelson Middle Prep,MNPS,110 Stewarts Ferry Pike,Nashville,TN,37214,6,Basic Operating,W.O. Smith Music School,Out of School,FY16,"110 Stewarts Ferry Pike
Nashville, TN 37214
(36.167, -86.655671)"
Lockeland Design Center Elementary,MNPS,105 South 17th Street,Nashville,TN,37206,2,Arts Access,East Nashville Hope Exchange,Out of School,FY17,"105 South 17th Street
Nashville, TN 37206
(36.176312, -86.739761)"
Henry C. Maxwell Elementary School,MNPS,5535 Blue Hole Road,Antioch,TN,37013,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"5535 Blue Hole Road
Antioch, TN 37013
(36.031702, -86.673544)"
Cane Ridge High School,MNPS,12848 Old Hickory Boulevard,Antioch,TN,37013,167,Basic Operating,Southern Word,In-School,FY17,"12848 Old Hickory Boulevard
Antioch, TN 37013
(36.026553, -86.615508)"
Tom Joy Elementary School,MNPS,2201 Jones Avenue,Nashville,TN,37207,132,Basic Operating,Nashville Children's Theatre,In-School,FY17,"2201 Jones Avenue
Nashville, TN 37207
(36.209078, -86.757096)"
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,100,Arts Access,Nashville Ballet,In-School,FY17,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
Carter-Lawrence Elementary School,MNPS,1118 12th Avenue South,Nashville,TN,37203,57,Arts Access,Nashville Children's Theatre,In-School,FY17,"1118 12th Avenue South
Nashville, TN 37203
(36.143513, -86.786798)"
Carter-Lawrence Elementary School,MNPS,1118 12th Avenue South,Nashville,TN,37203,250,Basic Operating,Nashville Symphony,,FY16,"1118 12th Avenue South
Nashville, TN 37203
(36.143513, -86.786798)"
Glenn Enhanced Option Elementary School,MNPS,322 Cleveland Street,Nashville,TN,37207,70,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"322 Cleveland Street
Nashville, TN 37207
(36.186975, -86.766561)"
"Ensworth School, High School Campus",Private,7401 TN-100,Nashville,TN,37221,2,Basic Operating,Music City Youth Orchestra,Out of School,FY17,"7401 TN-100
Nashville, TN 37221
(36.056885, -86.924218)"
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,950,Basic Operating,Nashville Ballet,In-School,FY17,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
LEAD Academy High School,MNPS,1034 1st Avenue South,Nashville,TN,37210,13,Basic Operating,Southern Word,Out of School,FY16,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
Tulip Grove Elementary School,MNPS,441 Tyler Drive,Hermitage,TN,37076,102,Arts Access,Nashville Children's Theatre,,FY16,"441 Tyler Drive
Hermitage, TN 37076
(36.198176, -86.611442)"
May Werthan Shayne Elementary School,MNPS,6217 Nolensville Pike,Nashville,TN,37211,330,Basic Operating,Nashville Symphony,,FY16,"6217 Nolensville Pike
Nashville, TN 37211
(36.020211, -86.710266)"
Maplewood High School,MNPS,401 Walton Lane,Nashville,TN,37216,20,Arts Access,Belcourt Theatre,In-School,FY17,"401 Walton Lane
Nashville, TN 37216
(36.232997, -86.750784)"
Antioch Middle Prep,MNPS,5050 Blue Hole Road,Antioch,TN,37013,20,After-School Arts,Center for Refugees and Immigrants of Tennessee,Out of School,FY16,"5050 Blue Hole Road
Antioch, TN 37013
(36.056908, -86.672419)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,360,Basic Operating,Nashville Ballet,,FY16,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
Homeschool,Home Schooled,,,TN,,2,Basic Operating,Choral Arts Link,Out of School,FY17,"TN
(35.842998, -86.343226)"
Goodlettsville Middle Prep,MNPS,300 South Main Street,Goodlettsville,TN,37072,4,Basic Operating,W.O. Smith Music School,Out of School,FY16,"300 South Main Street
Goodlettsville, TN 37072
(36.318099, -86.713184)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,385,Basic Operating,Country Music Foundation,,FY16,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
Schrader Lane Child Care Center,Pre-K/ELC,603 Benton Avenue,Nashville,TN,37208,20,Arts Access,Tennessee Performing Arts Center,,FY16,"603 Benton Avenue
Nashville, TN 37208
(36.131728, -86.768762)"
Overbrook School,Private,4210 Harding Pike,Nashville,TN,37205,46,Basic Operating,Nashville Children's Theatre,In-School,FY17,"4210 Harding Pike
Nashville, TN 37205
(36.129287, -86.840639)"
Cameron College Prep,MNPS,1034 1st Avenue South,Nashville,TN,37210,141,Basic Operating,Country Music Foundation,,FY16,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
Ensworth School,Private,211 Ensworth Avenue,Nashville,TN,37205,130,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"211 Ensworth Avenue
Nashville, TN 37205
(36.12555, -86.84001)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,68,Basic Operating,Country Music Foundation,In-School,FY17,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Cole Elementary School,MNPS,5060 Colemont Drive,Antioch,TN,37013,431,Basic Operating,Nashville Children's Theatre,In-School,FY17,"5060 Colemont Drive
Antioch, TN 37013
(36.058085, -86.699196)"
Norman Binkley Elementary School,MNPS,4700 West Longdale Drive,Nashville,TN,37211,16,Arts Access,Tennessee Performing Arts Center,,FY16,"4700 West Longdale Drive
Nashville, TN 37211
(36.076896, -86.747892)"
New Vision Academy,Private,297 Plus Park Blvd,Nashville,TN,37217,15,After-School Arts,Southern Word,Out of School,FY17,"297 Plus Park Blvd
Nashville, TN 37217
(36.127184, -86.725)"
Hunters Lane High School,MNPS,1150 Hunters Lane,Nashville,TN,37207,49,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,"1150 Hunters Lane
Nashville, TN 37207
(36.277943, -86.753492)"
The Covenant School,Private,33 Burton Hills Blvd,Nashville,TN,37215,25,Basic Operating,Global Education Center,,FY16,"33 Burton Hills Blvd
Nashville, TN 37215
(36.09511, -86.824028)"
St. Cecilia Academy,Private,4210 Harding Pike,"Nashville, TN",TN,37205,22,Basic Operating,Country Music Foundation,In-School,FY17,"4210 Harding Pike
Nashville, TN, TN 37205
(36.129287, -86.840639)"
Eakin Elementary School,MNPS,2500 Fairfax Avenue,Nashville,TN,37212,1,Arts Access,"East Nashville Hope Exchange, Inc.",Out of School,FY16,"2500 Fairfax Avenue
Nashville, TN 37212
(36.13475, -86.807413)"
Gower Elementary School,MNPS,650 Old Hickory Blvd,Nashville,TN,37209,2,After-School Arts,Frist Center for the Visual Arts,Out of School,FY16,"650 Old Hickory Blvd
Nashville, TN 37209
(36.115285, -86.923093)"
Smithson Craighead Academy,MNPS,730 Neelys Bend Road,Madison,TN,37115,40,Basic Operating,Music City Youth Orchestra,In-School,FY17,"730 Neelys Bend Road
Madison, TN 37115
(36.252838, -86.695972)"
Inglewood Elementary School,MNPS,1700 Riverside Drive,Nashville,TN,37216,39,Basic Operating,Country Music Foundation,In-School,FY17,"1700 Riverside Drive
Nashville, TN 37216
(36.197707, -86.72332)"
Norman Binkley Elementary School,MNPS,4700 West Longdale Drive,Nashville,TN,37211,101,Basic Operating,Nashville Symphony,,FY16,"4700 West Longdale Drive
Nashville, TN 37211
(36.076896, -86.747892)"
Julia Green Elementary School,MNPS,3500 Hobbs Road,Nashville,TN,37215,500,Basic Operating,Nashville Opera Association,,FY16,"3500 Hobbs Road
Nashville, TN 37215
(36.102263, -86.832973)"
Dodson Elementary School,MNPS,4401 Chandler Road,Hermitage,TN,37076,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"4401 Chandler Road
Hermitage, TN 37076
(36.191257, -86.603868)"
Andrew Jackson Elementary School,MNPS,110 Shute Lane,Old Hickory,TN,37138,222,Basic Operating,Country Music Foundation,,FY16,"110 Shute Lane
Old Hickory, TN 37138
(36.232084, -86.622589)"
Shwab Elementary School,MNPS,1500 Dickerson Pike,Nashville,TN,37207,70,Basic Operating,Country Music Foundation,,FY16,"1500 Dickerson Pike
Nashville, TN 37207
(36.199361, -86.770285)"
Lakeview Elementary Design Center,MNPS,455 Rural Hill Road,Nashville,TN,37217,252,Basic Operating,Nashville Children's Theatre,In-School,FY17,"455 Rural Hill Road
Nashville, TN 37217
(36.078477, -86.629671)"
Westmeade Elementary School,MNPS,6641 Clearbrook Drive,Nashville,TN,37205,500,Basic Operating,Cheekwood,In-School,FY17,"6641 Clearbrook Drive
Nashville, TN 37205
(36.091787, -86.894436)"
DuPont Tyler Middle Prep,MNPS,431 Tyler Drive,Hermitage,TN,37076,136,Basic Operating,Nashville Children's Theatre,In-School,FY17,"431 Tyler Drive
Hermitage, TN 37076
(36.198483, -86.611917)"
Joelton Elementary School,MNPS,7141 Whites Creek Pike,Joelton,TN,37080,70,Basic Operating,Country Music Foundation,In-School,FY17,"7141 Whites Creek Pike
Joelton, TN 37080
(36.316174, -86.865924)"
Paragon Mills Elementary School,MNPS,260 Paragon Mills Road,Nashville,TN,37211,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"260 Paragon Mills Road
Nashville, TN 37211
(36.087048, -86.707014)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,250,Basic Operating,Chinese Arts Alliance of Nashville,In-School,FY17,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
St. Paul Christian Academy,Private,5035 Hillsboro Pike,Nashville,TN,37215,47,Basic Operating,Tennessee Performing Arts Center,,FY16,"5035 Hillsboro Pike
Nashville, TN 37215
(36.096962, -86.824113)"
Hillsboro High School,MNPS,3812 Hillsboro Pike,Nashville,TN,37215,225,Basic Operating,The Nashville Shakespeare Festival,,FY16,"3812 Hillsboro Pike
Nashville, TN 37215
(36.107472, -86.812867)"
Cockrill Elementary School,MNPS,4701 Indiana Avenue,Nashville,TN,37209,420,Basic Operating,Nashville Opera,In-School,FY17,"4701 Indiana Avenue
Nashville, TN 37209
(36.156626, -86.84498)"
Wright Middle Prep,MNPS,180 McCall Street,Nashville,TN,37211,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"180 McCall Street
Nashville, TN 37211
(36.099132, -86.734386)"
Dan Mills Elementary School,MNPS,4106 Kennedy Avenue,Nashville,TN,37216,296,Basic Operating,Nashville Children's Theatre,,FY16,"4106 Kennedy Avenue
Nashville, TN 37216
(36.218646, -86.717495)"
Ensworth School,Private,211 Ensworth Avenue,Nashville,TN,37205,72,Basic Operating,Tennessee Performing Arts Center,,FY16,"211 Ensworth Avenue
Nashville, TN 37205
(36.12555, -86.84001)"
Ezell-Harding Christian School,Private,574 Bell Road,Antioch,TN,37013,8,Basic Operating,The Nashville Shakespeare Festival,,FY16,"574 Bell Road
Antioch, TN 37013
(36.065115, -86.637002)"
Harding Academy,Private,170 Windsor Drive,Nashville,TN,37205,244,Basic Operating,Nashville Children's Theatre,In-School,FY17,"170 Windsor Drive
Nashville, TN 37205
(36.10207, -86.866583)"
DuPont Hadley Middle Prep,MNPS,1901 Old Hickory Blvd,Old Hickory,TN,37138,15,Arts Access,"Belcourt Theatre, Inc",Out of School,FY16,"1901 Old Hickory Blvd
Old Hickory, TN 37138
(36.249028, -86.643271)"
Father Ryan High School,Private,700 Norwood Drive,Nashville,TN,37204,9,Basic Operating,Nashville Shakespeare Festival,Out of School,FY17,"700 Norwood Drive
Nashville, TN 37204
(36.099137, -86.768156)"
Stanford Montessori Elementary School,MNPS,2417 Maplecrest Drive,Nashville,TN,37214,200,Basic Operating,Nashville Symphony,In-School,FY17,"2417 Maplecrest Drive
Nashville, TN 37214
(36.177508, -86.682922)"
Martin Luther King Jr. Magnet High School,MNPS,613 17th Avenue North,Nashville,TN,37203,1,Basic Operating,"Actors Bridge Ensemble Theatre of Nashville, Inc.",Out of School,FY16,"613 17th Avenue North
Nashville, TN 37203
(36.162085, -86.800393)"
Murrell School,MNPS,1450 14th Ave South,Nashville,TN,37212,22,Basic Operating,Southern Word,In-School,FY17,"1450 14th Ave South
Nashville, TN 37212
(36.138443, -86.790303)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,11,Basic Operating,Cheekwood,In-School,FY17,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
Isaac Litton Middle Prep,MNPS,4601 Hedgewood Drive,Nashville,TN,37216,5,Basic Operating,W.O. Smith Music School,Out of School,FY17,"4601 Hedgewood Drive
Nashville, TN 37216
(36.22784, -86.720692)"
Glencliff High School,MNPS,160 Antioch Pike,Nashville,TN,37221,28,Basic Operating,Country Music Foundation,In-School,FY17,"160 Antioch Pike
Nashville, TN 37221
(36.100889, -86.726609)"
Kirkpatrick Elementary Enhanced Option School,MNPS,1000 Sevier Street,Nashville,TN,37206,188,Basic Operating,Frist Center for the Visual Arts,,FY16,"1000 Sevier Street
Nashville, TN 37206
(36.168341, -86.752899)"
St. Cecilia Academy,Private,4210 Harding Pike,Nashville,TN,37205,2,Basic Operating,W.O. Smith Music School,Out of School,FY17,"4210 Harding Pike
Nashville, TN 37205
(36.129287, -86.840639)"
Brick Church College Prep,MNPS,2835 Brick Church Pike,Nashville,TN,37207,25,Basic Operating,Nashville Symphony,In-School,FY17,"2835 Brick Church Pike
Nashville, TN 37207
(36.219952, -86.782287)"
Robertson Academy,Pre-K/ELC,835 Robertson Academy Road,Nashville,TN,37220,202,Arts Access,Tennessee Performing Arts Center,,FY16,"835 Robertson Academy Road
Nashville, TN 37220
(36.08211, -86.776012)"
Sylvan Park Paideia Design Center,MNPS,4801 Utah Avenue,Nashville,TN,37209,5,Basic Operating,W.O. Smith Music School,Out of School,FY16,"4801 Utah Avenue
Nashville, TN 37209
(36.144302, -86.84463)"
Harpeth Valley Elementary School,MNPS,7840 Learning Lane,Nashville,TN,37221,100,Basic Operating,Nashville Ballet,,FY16,"7840 Learning Lane
Nashville, TN 37221
(36.044627, -86.957938)"
Cockrill Elementary School,MNPS,4701 Indiana Avenue,Nashville,TN,37209,400,Basic Operating,Nashville Opera Association,,FY16,"4701 Indiana Avenue
Nashville, TN 37209
(36.156626, -86.84498)"
Hume-Fogg Magnet High School,MNPS,700 Broadway,Nashville,TN,37203,10,Basic Operating,Nashville Shakespeare Festival,Out of School,FY17,"700 Broadway
Nashville, TN 37203
(36.159164, -86.781476)"
J.T. Moore Middle Prep,MNPS,4425 Granny White Pike,Nashville,TN,37204,20,Arts Access,"Belcourt Theatre, Inc",Out of School,FY16,"4425 Granny White Pike
Nashville, TN 37204
(36.09542, -86.801241)"
DuPont Hadley Middle Prep,MNPS,1901 Old Hickory Blvd,Old Hickory,TN,37138,41,Basic Operating,Cheekwood,In-School,FY17,"1901 Old Hickory Blvd
Old Hickory, TN 37138
(36.249028, -86.643271)"
Wright Middle Prep,MNPS,180 McCall Street,Nashville,TN,37211,70,After-School Arts,Tennessee Performing Arts Center,Out of School,FY16,"180 McCall Street
Nashville, TN 37211
(36.099132, -86.734386)"
Nashville Classical Charter School,MNPS,1310 Ordway Place,Nashville,TN,37206,303,Basic Operating,Nashville Opera,In-School,FY17,"1310 Ordway Place
Nashville, TN 37206
(36.18026, -86.746013)"
Montgomery Bell Academy,Private,4001 Harding Pike,Nashville,TN,37205,104,Basic Operating,The Nashville Shakespeare Festival,,FY16,"4001 Harding Pike
Nashville, TN 37205
(36.13064, -86.836801)"
